UUID,Template,Street,City,State,Zip,OutputStreet,OutputCity,OutputState,OutputZip,Lon,Lat,Header,SL,SL2,County,RFD_ID,FS,WZ,PWF_DistanceInFeet,YrBuilt,LivingArea,Baths,HalfBaths,HalfBaths,InputStreet,InputCity,InputState,InputZip,NumCandidates,NumCloseCandidates,GoodCandidate
5835b406b13ee,RMIatTXwithRMS,12622 Drumwood Ln,Cypress,TX,77429,12622 DRUMWOOD LN,CYPRESS,TX,77429,-95.614946,29.951481,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,42,37,Harris,RM482010560,1.12,OUT,20910,1972,1676,2,1,1,,,,,,,
5835b2be5d8b9,RMIatTXwithRMS,,,,,,,,,,,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,,,,,,,,,,,,,6718 DAVY CROCKETT DR,Manvel,TX,77578,0,0,False
5835b29eb36b4,RMIatTXwithRMS,,,,,,,,,,,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,,,,,,,,,,,,,6718 DAVY CROCKETT DR,Manvel,TX,77578,0,0,False
5835b25177be8,RMIatTXwithRMS,,,,,,,,,,,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,,,,,,,,,,,,,6718 Davy Crockett,Manvel,TX,77578,0,0,False
5835af5a15de1,RMIatTXwithRMS,7027 BAITLAND DR,MISSOURI CITY,TX,77459,7027 BAITLAND DR,MISSOURI CITY,TX,77459,-95.556608,29.537643,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,33,32,Fort Bend,RM481570370,2.05,OUT,5105,2010,3525,3,,,,,,,,,
5835af400084c,RMIatTXwithRMS,2122 Albans,houston,TX,77005,2122 ALBANS RD,HOUSTON,TX,77005,-95.409496,29.724145,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,24.5,20.6,Harris,RM482010310,1.16,OUT,24844,1930,3927,5,1,1,,,,,,,
5835ada971750,RMIatTXwithRMS,4719 SHETLAND LANE,HOUSTON,TX,77027,4719 SHETLAND LN,HOUSTON,TX,77027,-95.456813,29.73442,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,28,23.4,Harris,RM482010310,1.55,OUT,29347,1954,2197,2,,,,,,,,,
5835aa69aa272,RMIatTXwithRMS,1328 CARRIAGE LN,KELLER,TX,76248,1328 CARRIAGE LN,KELLER,TX,76248,-97.24079,32.910667,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,120.0,120.0,Tarrant,RM484391379,0.90,OUT,19891,2000,2960,2,,,,,,,,,
5835a617dd981,RMIatTXwithRMS,20618 Sapphire Lake Rd,Richmond,TX,77407,20618 SAPPHIRE LAKE RD,RICHMOND,TX,77407,-95.739142,29.672895,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,44,41,Fort Bend,RM481570310,2.11,OUT,1717,2007,2160,2,,,,,,,,,
58352bd47dcc9,RMIatTXwithRMS,22 hollyflower,Toball,TX,77375,22 HOLLYFLOWER PL,TOMBALL,TX,77375,-95.565484,30.145408,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,48,41,Harris,RM482012597,1.12,OUT,1665,,,,,,,,,,,,
58350c22c8b50,RMIatTXwithRMS,5523 Raintree Dr,Missouri City,TX,77459,5523 RAINTREE DR,MISSOURI CITY,TX,77459,-95.544907,29.516487,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,32,30,Fort Bend,RM481570360,2.84,OUT,3745,1998,2593,2,,,,,,,,,
5834f99d93127,RMIatTXwithRMS,13019 Dawn Hollow Ln,Houston,TX,77072,13019 DAWN HOLLOW LN,HOUSTON,TX,77072,-95.612007,29.686405,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,37,34,Harris,RM482010110,1.83,OUT,17974,2005,2590,3,1,1,,,,,,,
5834f0c961e99,RMIatTXwithRMS,3245 Ticonderoga Dr,Brownsville,TX,78526,3245 TICONDEROGA DR,BROWNSVILLE,TX,78526,-97.473663,25.957598,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,13.9,10.5,Cameron,RM480610800,2.25,,996,2006,2246,,,,,,,,,,
5834f0a17953b,RMIatTXwithRMS,25503 Terrain Park Dr.,Spring,TX,77373,25503 TERRAIN PARK DR,SPRING,TX,77373,-95.369733,30.070843,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,36,30,Harris,RM482010730,2.45,OUT,668,2014,3281,3,,,,,,,,,
5834e7c35e1ea,RMIatTXwithRMS,514 Edgewater,CLUTE,TX,77531,514 Edgewater St,Clute,TX,77531,-95.4115142822266,29.0910663604736,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,11.9,11.9,Brazoria,RM480390571,2.90,,1209,1962,2164,3,1,1,,,,,,,
5834d5bd8c881,RMIatTXwithRMS,28906 Powder Ridge Dr,Katy,TX,77494,28906 POWDER RIDGE DR,KATY,TX,77494,-95.868893,29.754028,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,53,49,Fort Bend,RM481570300,1.51,OUT,4177,2011,3018,3,,,,,,,,,
5834d54e345b1,RMIatTXwithRMS,20510 Chadbury Park Drive,Katy,TX,77450,20510 CHADBURY PARK DR,KATY,TX,77450,-95.72918,29.751746,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,44,40,Harris,RM482010850,1.00,OUT,2964,1991,3218,4,1,1,,,,,,,
5834d354b1909,RMIatTXwithRMS,15927 Pleasant Green Circle,Tomball,TX,77377,15927 PLEASANT GREEN CIR,TOMBALL,TX,77377,-95.608457,30.002007,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,44,38,Harris,RM482010560,1.40,OUT,8044,2004,1866,2,,,,,,,,,
5834d284416b3,RMIatTXwithRMS,2507 South mission circle,friendswood,TX,77546,2507 S MISSION CIR,FRIENDSWOOD,TX,77546,-95.212343,29.479944,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,12.7,12.7,Galveston,RM481671250,1.16,,3359,1986,2738,3,1,1,,,,,,,
5834d27cbf0c6,RMIatTXwithRMS,,,,,,,,,,,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,,,,,,,,,,,,,15927 Pleasant,Tomball,TX,77377,0,0,False
5834d23063b4c,RMIatTXwithRMS,1507 MUSTANG XING,MISSOURI CITY,TX,77459,1507 MUSTANG XING,MISSOURI CITY,TX,77459,-95.521447,29.558955,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,31,30,Fort Bend,RM481570360,3.52,OUT,613,2010,3738,3,,,,,,,,,
5834d135667bf,RMIatTXwithRMS,2105 26th North,Texas City,TX,77590,2105 26TH ST N,TEXAS CITY,TX,77590,-94.933605,29.405185,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,0.88,0.88,Galveston,RM481671400,0.43,,2647,,2282,2,,,,,,,,,
5834d0929e117,RMIatTXwithRMS,1902 Coronado st,friendswood,TX,77546,1902 CORONADO ST,FRIENDSWOOD,TX,77546,-95.210359,29.484663,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,12.5,12.5,Galveston,RM481671250,1.06,,3892,1986,2322,3,1,1,,,,,,,
5834cfbccbb37,RMIatTXwithRMS,422 422 Harbor Oaks Dr,BEAUMONT,TX,77706,422 HARBOR OAKS DR # 422,BEAUMONT,TX,77706,-94.192335,30.078918,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,30,20.6,Jefferson,RM482450010,1.55,,4308,,,,,,,,,,,,
5834ce8511576,RMIatTXwithRMS,150 Vesper Bend Cir,The Woodlands,TX,77382,150 N VESPER BEND CIR,THE WOODLANDS,TX,77382,-95.566645,30.179567,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,50,43,Montgomery,RM483390370,0.88,OUT,3394,2004,1530,2,,,,,,,,,
5834ce7366bc4,RMIatTXwithRMS,1609 WHITE WING CIR,FRIENDSWOOD,TX,77546,1609 WHITE WING CIR,FRIENDSWOOD,TX,77546,-95.199236,29.498808,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,11.5,11.5,Galveston,RM481671250,2.10,,4813,1985,1860,2,,,,,,,,,
5834ce0a005d1,RMIatTXwithRMS,12950 Wincrest Ct,Cypress,TX,77429,12950 WINCREST CT,CYPRESS,TX,77429,-95.618654,29.998162,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,44,38,Harris,RM482010560,1.28,OUT,7467,1982,2938,3,1,1,,,,,,,
5834cdc1ad3b8,RMIatTXwithRMS,5915 Donwhite Ln,Houston,TX,77088,5915 DONWHITE LN,HOUSTON,TX,77088,-95.476284,29.881662,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,33,27,Harris,RM482010310,2.28,OUT,35915,1977,2784,3,1,1,,,,,,,
5834cd9c4d433,RMIatTXwithRMS,1019 Terscott Ln,Sugar Land,TX,77479,1019 TERSCOTT LN,SUGAR LAND,TX,77479,-95.641105,29.596689,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,38,36,Fort Bend,RM481570130,1.40,OUT,6989,2008,4292,3,,,,,,,,,
5834cd79acfea,RMIatTXwithRMS,2058 Glen Cove Dr # 1,Seabrook,TX,77586,2058 GLENCOVE DR # 1,SEABROOK,TX,77586,-95.034335,29.565198,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,1.2,1.2,Harris,RM482010640,1.30,OUT,5959,,,,,,,,,,,,
5834cc485c320,RMIatTXwithRMS,12703 SUMMER LAKE RANCH,HOUTON,TX,77044,12703 SUMMER LAKE RANCH DR,HOUSTON,TX,77044,-95.182471,29.938334,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,21.6,15.4,Harris,RM482010310,1.03,OUT,896,2004,6100,5,,,,,,,,,
5834cb6578892,RMIatTXwithRMS,1718 CHADWICK CT,CEDAR HILLS,TX,75104,1718 CHADWICK CT,CEDAR HILL,TX,75104,-96.902474,32.555253,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,120.0,120.0,Dallas,RM481135020,3.29,OUT,1156,2006,2385,2,,,,,,,,,
5834cb310e07c,RMIatTXwithRMS,7530 LISA LANE,SILSBEE,TX,77656,7530 LISA LN,SILSBEE,TX,77656,-94.18482,30.421983,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,53,36,Hardin,RM481991671,5.02,OUT,2588,1999,1430,,,,,,,,,,
5834cac7df54e,RMIatTXwithRMS,3802 Westerdale Dr,Fulshar,TX,77441,3802 WESTERDALE DR,FULSHEAR,TX,77441,-95.933557,29.655707,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,56,53,Fort Bend,RM481570300,4.08,OUT,1313,2002,2494,2,,,,,,,,,
5834ca1a8982a,RMIatTXwithRMS,17103 SPERRY LANDING DR,HOUSTON,TX,77095,17103 SPERRY LANDING DR,HOUSTON,TX,77095,-95.671172,29.913493,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,44,39,Harris,RM482010310,3.06,OUT,10743,2006,1468,2,,,,,,,,,
5834c91ed2122,RMIatTXwithRMS,13917 N 41st St,Edinburg,TX,78541,13917 N 41ST ST,EDINBURG,TX,78541,-98.245977,26.333953,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,49,49,Hidalgo,RM482150100,4.81,OUT,78,,,,,,,,,,,,
5834c80c10179,RMIatTXwithRMS,2615 River Run Rd,Missouri City,TX,77459,2615 RIVER RUN RD,MISSOURI CITY,TX,77459,-95.516329,29.481414,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,31,27,Fort Bend,RM481570370,0.28,OUT,1948,2015,3015,3,,,,,,,,,
5834c70115e2a,RMIatTXwithRMS,,,,,,,,,,,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,,,,,,,,,,,,,5107 Juno Ct,Edinburg,TX,78539,0,0,False
5834c5af218d2,RMIatTXwithRMS,28007 Jillian Oaks Ln,Spring,TX,77386,28007 JILLIAN OAKS LN,SPRING,TX,77386,-95.390514,30.095688,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,38,32,Montgomery,RM483390290,2.42,OUT,1632,2007,4087,4,,,,,,,,,
5834c54c06a0b,RMIatTXwithRMS,1143 Shadeland Dr,Houston,TX,77043,1143 SHADELAND DR,HOUSTON,TX,77043,-95.551623,29.79031,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,34,30,Harris,RM482010310,0.46,OUT,10155,1959,1571,2,,,,,,,,,
5834c4e4a0e56,RMIatTXwithRMS,6527 Gray Birch Ln,Dickinson,TX,77539,6527 GRAY BIRCH LN,DICKINSON,TX,77539,-95.107423,29.455943,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,8,8,Galveston,RM481671340,2.18,,1656,2009,1818,2,,,,,,,,,
5834c4e3eff2b,RMIatTXwithRMS,4734 Trickle Creek Ct,Fulshear,TX,77441,4734 TRICKLE CREEK CT,FULSHEAR,TX,77441,-95.892336,29.675612,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,53,51,Fort Bend,RM481570300,1.52,OUT,792,2015,2938,3,,,,,,,,,
5834c4cf65c2c,RMIatTXwithRMS,19650 S Us Highway 281,San Benito,TX,78586,19650 S US HIGHWAY 281,SAN BENITO,TX,78586,-97.708823,26.044439,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,26,21.8,Cameron,RM480610840,,,897,2008,1352,,,,,,,,,,
5834c4cbb864c,RMIatTXwithRMS,6791 fm 2845,LYFORD,TX,78569,6791 FM-2845,LYFORD,TX,78569,-97.829541,26.390172,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,22.5,22.5,Willacy,RM484892990,3.64,,150,,,,,,,,,,,,
5834c315b19e1,RMIatTXwithRMS,5810 Lowther  Landing,Sugar Land,TX,77479,5810 LOWTHER LANDING CT,SUGAR LAND,TX,77479,-95.569943,29.53947,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,34,33,Fort Bend,RM481570370,3.57,OUT,3096,2012,4365,3,,,,,,,,,
5834c2fd76a39,RMIatTXwithRMS,,,,,,,,,,,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,,,,,,,,,,,,,4103 Sandstone Bend Lane,Sugar Land,TX,77479,2,2,False
5834c2d8b4f4a,RMIatTXwithRMS,,,,,,,,,,,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,,,,,,,,,,,,,4103 Sandstone Bend Lane,Sugar Land,TX,77479,2,2,False
5834c2d36c766,RMIatTXwithRMS,4739 MARKHAM WOODS CT,KINGWOOD,TX,77345,4739 MARKHAM WOODS CT,KINGWOOD,TX,77345,-95.172708,30.078161,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,30,24.1,Harris,RM482010310,1.71,OUT,2757,2004,1952,2,,,,,,,,,
5834c2a1c7ea5,RMIatTXwithRMS,4210 Lodge Ranch Ct,Fulshear,TX,77441,4210 LODGE RANCH CT,FULSHEAR,TX,77441,-95.851606,29.722843,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,51,48,Fort Bend,RM481570300,1.98,OUT,6952,2014,3500,3,,,,,,,,,
5834c264bf118,RMIatTXwithRMS,6146 Jessica,Corpus Christi,TX,78414,6146 JESSICA DR,CORPUS CHRISTI,TX,78414,-97.375506,27.675811,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,3.9,2.2,Nueces,RM483552350,1.95,,3162,1996,2001,,,,,,,,,,
5834c1eec43b7,RMIatTXwithRMS,25422 Woodvine Ridge Dr,Richmond,TX,77406,25422 WOODVINE RIDGE DR,RICHMOND,TX,77406,-95.818473,29.687447,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,49,46,Fort Bend,RM481570300,1.48,OUT,3110,2008,3052,2,,,,,,,,,
5834c17c73577,RMIatTXwithRMS,,,,,,,,,,,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiI1ODBmOWY1NjYzZjM5MDAwOTM2ZTA3ZmUiLCJleHAiOm51bGx9.8nW7NQwr066mjDZ-UjRXuLpeWBf8y9Vt5G7CoxMchoA,,,,,,,,,,,,,5922 Russett Meadow Court,Richmond,TX,77407,0,0,False
